state,group,grade,sub,vgap,vgapse,sesgap,resid,incV,edV,unemprat,povrat,enrl,fips,y1sesgap,y2sesgap,x1sesgap,x2sesgap,y1incV,y2incV,x1incV,x2incV,y1edV,y2edV,x1edV,x2edV,vgapse2,seweight,y1unemprat,y2unemprat,x1unemprat,x2unemprat,y1povrat,y2povrat,x1povrat,x2povrat
"ND","hsp",4,"read",.499,.0631,.6443765,-.2961852,.9796314,1.155335,2.692742,3.55375,127.5833,"North Dakota",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0039779,251.3883,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"ND","blk",8,"read",.475,.0763,.2934138,-.2790496,1.378565,.5583908,.6591398,3.782819,138.8333,"North Dakota",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0058293,171.5472,.6902131,1.108518,0,10,.540767,1.400359,0,11
"ND","blk",8,"math",.831,.0764,.4969927,-.1964068,1.378565,.5583908,.6591398,3.782819,138.8333,"North Dakota",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0058394,171.2511,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"ND","hsp",8,"read",.385,.093,.6906639,-.383868,.9796314,1.155335,2.692742,3.55375,127.5833,"North Dakota",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0086479,115.6347,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"ND","hsp",8,"math",.7,.0858,.6107527,-.1781593,.9796314,1.155335,2.692742,3.55375,127.5833,"North Dakota",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0073608,135.8548,.6211048,1.476643,0,10,.319176,1.891673,0,11
"OH","blk",4,"math",1.04,.0377,.3763003,.0539751,1.110097,.6154786,2.03305,3.544782,22527.33,"Ohio",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0014226,702.9388,.85237,1.368426,0,10,.6289541,1.821329,0,11
"OH","blk",4,"read",.904,.0365,.2995534,.1269364,1.110097,.6154786,2.03305,3.544782,22527.33,"Ohio",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0013295,752.1605,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"OH","hsp",4,"math",.703,.0548,.3691909,.090352,.7574741,.6082052,1.076291,2.826375,3649.583,"Ohio",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0029978,333.5814,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"OH","hsp",4,"read",.577,.056,.3744442,.0512408,.7574741,.6082052,1.076291,2.826375,3649.583,"Ohio",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0031395,318.5255,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"OH","blk",8,"read",.848,.0337,.3225822,.0645032,1.110097,.6154786,2.03305,3.544782,22527.33,"Ohio",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0011384,878.4436,.6902131,1.108518,0,10,.540767,1.400359,0,11
"OH","blk",8,"math",1.03,.0337,.4726043,.0222403,1.110097,.6154786,2.03305,3.544782,22527.33,"Ohio",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.001139,877.931,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"OH","hsp",8,"read",.521,.0605,.4249787,.0182726,.7574741,.6082052,1.076291,2.826375,3649.583,"Ohio",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0036588,273.3146,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"OH","hsp",8,"math",.657,.0634,.3579716,.0315451,.7574741,.6082052,1.076291,2.826375,3649.583,"Ohio",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0040234,248.5443,.6211048,1.476643,0,10,.319176,1.891673,0,11
"OK","blk",4,"math",.917,.0373,.2467184,.0636675,.7579331,.3448846,1.929837,2.851786,4900,"Oklahoma",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0013919,718.4482,.85237,1.368426,0,10,.6289541,1.821329,0,11
"OK","blk",4,"read",.698,.0377,.2075108,.0129526,.7579331,.3448846,1.929837,2.851786,4900,"Oklahoma",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0014245,701.98,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"OK","hsp",4,"math",.609,.0343,.3958302,-.0297684,.7522961,.8417327,1.609204,2.427681,4638.5,"Oklahoma",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.001176,850.373,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"OK","hsp",4,"read",.549,.0369,.4160674,-.0183885,.7522961,.8417327,1.609204,2.427681,4638.5,"Oklahoma",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0013632,733.5629,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"OK","blk",8,"math",.821,.0397,.3201361,-.0294533,.7579331,.3448846,1.929837,2.851786,4900,"Oklahoma",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0015724,635.9819,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"OK","blk",8,"read",.683,.0402,.2065008,.015502,.7579331,.3448846,1.929837,2.851786,4900,"Oklahoma",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0016156,618.962,.6902131,1.108518,0,10,.540767,1.400359,0,11
"OK","hsp",8,"read",.579,.0388,.4642557,.0369481,.7522961,.8417327,1.609204,2.427681,4638.5,"Oklahoma",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0015034,665.1609,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"OK","hsp",8,"math",.645,.0407,.3764375,.0011348,.7522961,.8417327,1.609204,2.427681,4638.5,"Oklahoma",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0016564,603.7348,.6211048,1.476643,0,10,.319176,1.891673,0,11
"OR","blk",4,"math",.771,.0556,.1197172,.0444981,.4787391,.0610357,1.370409,2.270033,998.25,"Oregon",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0030914,323.4756,.85237,1.368426,0,10,.6289541,1.821329,0,11
"OR","blk",4,"read",.646,.0546,.1074723,.0610864,.4787391,.0610357,1.370409,2.270033,998.25,"Oregon",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.002981,335.4579,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"OR","hsp",4,"read",.745,.0273,.4833939,.1100693,.6973332,1.067976,1.242056,2.378017,6386.75,"Oregon",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0007478,1337.261,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"OR","hsp",4,"math",.835,.0287,.442207,.1500757,.6973332,1.067976,1.242056,2.378017,6386.75,"Oregon",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0008251,1211.996,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"OR","blk",8,"read",.575,.0669,.0828568,.0313549,.4787391,.0610357,1.370409,2.270033,998.25,"Oregon",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0044803,223.1992,.6902131,1.108518,0,10,.540767,1.400359,0,11
"OR","blk",8,"math",.653,.0608,.1765682,-.0539481,.4787391,.0610357,1.370409,2.270033,998.25,"Oregon",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0037022,270.1118,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"OR","hsp",8,"math",.759,.0312,.4192537,.0728491,.6973332,1.067976,1.242056,2.378017,6386.75,"Oregon",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0009738,1026.939,.6211048,1.476643,0,10,.319176,1.891673,0,11
"OR","hsp",8,"read",.677,.0326,.4998345,.0986528,.6973332,1.067976,1.242056,2.378017,6386.75,"Oregon",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0010608,942.6846,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"PA","blk",4,"read",.906,.0363,.2347301,.1934112,.8913793,.4713167,1.987227,2.964034,17640.92,"Pennsylvania",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0013166,759.5339,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"PA","blk",4,"math",1.03,.0352,.2914338,.1363163,.8913793,.4713167,1.987227,2.964034,17640.92,"Pennsylvania",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0012358,809.216,.85237,1.368426,0,10,.6289541,1.821329,0,11
"PA","hsp",4,"read",.86,.0484,.4521202,.2564708,.8540596,.7665843,1.99273,2.993827,8441,"Pennsylvania",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0023386,427.6152,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"PA","hsp",4,"math",.881,.0408,.4519671,.1860969,.8540596,.7665843,1.99273,2.993827,8441,"Pennsylvania",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0016678,599.584,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"PA","blk",8,"read",.897,.0362,.2531569,.1828683,.8913793,.4713167,1.987227,2.964034,17640.92,"Pennsylvania",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0013123,762.0327,.6902131,1.108518,0,10,.540767,1.400359,0,11
"PA","blk",8,"math",1.11,.0366,.372357,.2043233,.8913793,.4713167,1.987227,2.964034,17640.92,"Pennsylvania",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0013392,746.6991,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"PA","hsp",8,"read",.843,.0524,.5139353,.2510664,.8540596,.7665843,1.99273,2.993827,8441,"Pennsylvania",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0027503,363.5905,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"PA","hsp",8,"math",.851,.0433,.4343163,.1491704,.8540596,.7665843,1.99273,2.993827,8441,"Pennsylvania",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0018753,533.2508,.6211048,1.476643,0,10,.319176,1.891673,0,11
"RI","blk",4,"math",.977,.0369,.436419,-.0662049,.9999121,.754256,2.091794,3.885509,945.4167,"Rhode Island",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0013648,732.7341,.85237,1.368426,0,10,.6289541,1.821329,0,11
"RI","blk",4,"read",.765,.0376,.3546818,-.0674246,.9999121,.754256,2.091794,3.885509,945.4167,"Rhode Island",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0014116,708.4237,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"RI","hsp",4,"math",.953,.03,.7251335,-.0150055,1.209196,1.077341,2.057209,4.609069,2105.5,"Rhode Island",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0009007,1110.309,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"RI","hsp",4,"read",.851,.0285,.7162696,-.016179,1.209196,1.077341,2.057209,4.609069,2105.5,"Rhode Island",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0008131,1229.812,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"RI","blk",8,"read",.781,.0389,.3715218,-.0508677,.9999121,.754256,2.091794,3.885509,945.4167,"Rhode Island",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0015143,660.3917,.6902131,1.108518,0,10,.540767,1.400359,0,11
"RI","blk",8,"math",.986,.0384,.505799,-.0503801,.9999121,.754256,2.091794,3.885509,945.4167,"Rhode Island",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.001477,677.0606,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"RI","hsp",8,"math",.986,.029,.7041573,.0145552,1.209196,1.077341,2.057209,4.609069,2105.5,"Rhode Island",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0008391,1191.79,.6211048,1.476643,0,10,.319176,1.891673,0,11
"RI","hsp",8,"read",.877,.0308,.777073,.022262,1.209196,1.077341,2.057209,4.609069,2105.5,"Rhode Island",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0009511,1051.436,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"SC","blk",4,"math",1.01,.0249,.2622328,.1422125,.7556293,.586728,1.465542,2.222029,20833.83,"South Carolina",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0006196,1613.944,.85237,1.368426,0,10,.6289541,1.821329,0,11
"SC","blk",4,"read",.792,.0281,.1839111,.1302744,.7556293,.586728,1.465542,2.222029,20833.83,"South Carolina",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0007877,1269.58,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"SC","hsp",4,"math",.614,.0497,.4325132,-.061928,.8045479,.978975,1.455046,2.46982,2498,"South Carolina",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0024673,405.2965,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"SC","hsp",4,"read",.499,.0431,.4629653,-.1153344,.8045479,.978975,1.455046,2.46982,2498,"South Carolina",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0018557,538.8921,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"SC","blk",8,"read",.805,.0258,.2477237,.0962408,.7556293,.586728,1.465542,2.222029,20833.83,"South Carolina",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0006665,1500.315,.6902131,1.108518,0,10,.540767,1.400359,0,11
"SC","blk",8,"math",.964,.0255,.3140953,.1194951,.7556293,.586728,1.465542,2.222029,20833.83,"South Carolina",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0006503,1537.698,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"SC","hsp",8,"math",.663,.0523,.4105264,-.0144045,.8045479,.978975,1.455046,2.46982,2498,"South Carolina",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0027308,366.1875,.6211048,1.476643,0,10,.319176,1.891673,0,11
"SC","hsp",8,"read",.435,.0525,.5078282,-.1504708,.8045479,.978975,1.455046,2.46982,2498,"South Carolina",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0027577,362.6236,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"SD","blk",4,"math",.877,.0591,.4279495,-.1573217,1.03196,.8560999,3.202985,3.275359,186.8333,"South Dakota",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0034929,286.2948,.85237,1.368426,0,10,.6289541,1.821329,0,11
"SD","blk",4,"read",.605,.0655,.3518623,-.2249555,1.03196,.8560999,3.202985,3.275359,186.8333,"South Dakota",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0042888,233.1638,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"SD","hsp",4,"read",.55,.0555,.4550659,-.0558768,.754923,.8675615,2.28071,2.647511,238.0833,"South Dakota",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0030759,325.1047,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"SD","hsp",4,"math",.752,.0557,.4458795,.0629758,.754923,.8675615,2.28071,2.647511,238.0833,"South Dakota",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0031053,322.0335,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"SD","blk",8,"math",.88,.0721,.5056326,-.1565431,1.03196,.8560999,3.202985,3.275359,186.8333,"South Dakota",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0052052,192.1174,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"SD","blk",8,"read",.578,.0735,.4070815,-.2897088,1.03196,.8560999,3.202985,3.275359,186.8333,"South Dakota",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.005406,184.981,.6902131,1.108518,0,10,.540767,1.400359,0,11
"SD","hsp",8,"math",.749,.0616,.4244214,.0570921,.754923,.8675615,2.28071,2.647511,238.0833,"South Dakota",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0037901,263.8473,.6211048,1.476643,0,10,.319176,1.891673,0,11
"SD","hsp",8,"read",.511,.0607,.5020117,-.0688395,.754923,.8675615,2.28071,2.647511,238.0833,"South Dakota",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0036829,271.5242,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"TN","blk",4,"math",.969,.0329,.2206011,.1415263,.6503901,.3515105,2.626285,2.425014,11734.42,"Tennessee",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0010817,924.4515,.85237,1.368426,0,10,.6289541,1.821329,0,11
"TN","blk",4,"read",.822,.0335,.1967252,.147687,.6503901,.3515105,2.626285,2.425014,11734.42,"Tennessee",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0011244,889.3914,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"TN","hsp",4,"math",.575,.0454,.3606163,-.028378,.6726635,.8439023,1.137541,2.214032,2650.833,"Tennessee",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0020604,485.3358,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"TN","hsp",4,"read",.569,.0457,.3912758,.026632,.6726635,.8439023,1.137541,2.214032,2650.833,"Tennessee",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0020866,479.2487,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"TN","blk",8,"read",.779,.0304,.2060646,.1125881,.6503901,.3515105,2.626285,2.425014,11734.42,"Tennessee",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0009235,1082.783,.6902131,1.108518,0,10,.540767,1.400359,0,11
"TN","blk",8,"math",.922,.0346,.2870628,.1038634,.6503901,.3515105,2.626285,2.425014,11734.42,"Tennessee",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0011961,836.0764,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"TN","hsp",8,"math",.506,.0477,.3424426,-.1040117,.6726635,.8439023,1.137541,2.214032,2650.833,"Tennessee",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0022787,438.8558,.6211048,1.476643,0,10,.319176,1.891673,0,11
"TN","hsp",8,"read",.414,.0594,.4246671,-.0888435,.6726635,.8439023,1.137541,2.214032,2650.833,"Tennessee",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0035282,283.4343,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"TX","blk",4,"math",1,.0339,.3354093,.0609513,.8059947,.5664006,2.389931,3.202482,47562.67,"Texas",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0011473,871.5941,.85237,1.368426,0,10,.6289541,1.821329,0,11
"TX","blk",4,"read",.775,.0336,.2831501,.0140953,.8059947,.5664006,2.389931,3.202482,47562.67,"Texas",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0011263,887.8922,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"TX","hsp",4,"read",.724,.0235,.6235898,-.0505425,.9443238,1.120413,1.553729,3.576492,160673.8,"Texas",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0005518,1812.088,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"TX","hsp",4,"math",.794,.0252,.6043434,-.0535569,.9443238,1.120413,1.553729,3.576492,160673.8,"Texas",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0006341,1577.03,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"TX","blk",8,"math",.971,.0329,.3997486,.0408986,.8059947,.5664006,2.389931,3.202482,47562.67,"Texas",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0010799,925.969,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"TX","blk",8,"read",.82,.0332,.2942442,.0652876,.8059947,.5664006,2.389931,3.202482,47562.67,"Texas",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0010999,909.2094,.6902131,1.108518,0,10,.540767,1.400359,0,11
"TX","hsp",8,"math",.74,.0261,.5819927,-.1094602,.9443238,1.120413,1.553729,3.576492,160673.8,"Texas",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0006793,1472.12,.6211048,1.476643,0,10,.319176,1.891673,0,11
"TX","hsp",8,"read",.743,.0269,.653038,.0120894,.9443238,1.120413,1.553729,3.576492,160673.8,"Texas",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0007244,1380.364,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"UT","blk",4,"read",.604,.0761,.0102941,.1160248,.2095084,.2200528,.8416175,.813265,554.6667,"Utah",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0057986,172.4545,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"UT","blk",4,"math",.754,.0802,.0478701,.099721,.2095084,.2200528,.8416175,.813265,554.6667,"Utah",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0064358,155.3813,.85237,1.368426,0,10,.6289541,1.821329,0,11
"UT","hsp",4,"math",.925,.0289,.5951854,.0865413,.7924179,1.138755,1.919166,3.359851,5541.083,"Utah",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0008352,1197.345,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"UT","hsp",4,"read",.858,.0298,.6149977,.0920356,.7924179,1.138755,1.919166,3.359851,5541.083,"Utah",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.000886,1128.703,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"UT","blk",8,"read",.673,.0855,.0628143,.1489296,.2095084,.2200528,.8416175,.813265,554.6667,"Utah",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0073075,136.8448,.6902131,1.108518,0,10,.540767,1.400359,0,11
"UT","blk",8,"math",.861,.0893,.0572027,.2733597,.2095084,.2200528,.8416175,.813265,554.6667,"Utah",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0079763,125.3715,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"UT","hsp",8,"math",.958,.0329,.5712814,.1190839,.7924179,1.138755,1.919166,3.359851,5541.083,"Utah",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0010855,921.1987,.6211048,1.476643,0,10,.319176,1.891673,0,11
"UT","hsp",8,"read",.729,.0359,.6224012,.0282925,.7924179,1.138755,1.919166,3.359851,5541.083,"Utah",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0012924,773.7759,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"VT","blk",4,"math",.696,.0728,.0601393,.0292976,.3632098,-.0311176,.5722487,1.895361,115.9167,"Vermont",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0053062,188.4579,.85237,1.368426,0,10,.6289541,1.821329,0,11
"VT","blk",4,"read",.43,.0664,.0439207,-.0918014,.3632098,-.0311176,.5722487,1.895361,115.9167,"Vermont",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.004407,226.9136,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"VT","hsp",4,"read",.305,.082,-.0691961,.2225161,.0999075,-.302438,.99042,1.323416,76.66667,"Vermont",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0067207,148.794,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"VT","hsp",4,"math",.428,.0841,-.0434909,.2286086,.0999075,-.302438,.99042,1.323416,76.66667,"Vermont",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0070653,141.5368,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"VT","blk",8,"math",.753,.0679,.1036163,.1189585,.3632098,-.0311176,.5722487,1.895361,115.9167,"Vermont",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0046165,216.6144,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"VT","blk",8,"read",.473,.064,.0227916,-.0104443,.3632098,-.0311176,.5722487,1.895361,115.9167,"Vermont",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0040911,244.4321,.6902131,1.108518,0,10,.540767,1.400359,0,11
"VT","hsp",8,"math",.47,.0912,-.0363255,.2394808,.0999075,-.302438,.99042,1.323416,76.66667,"Vermont",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0083186,120.2122,.6211048,1.476643,0,10,.319176,1.891673,0,11
"VT","hsp",8,"read",.0108,.0937,-.0343274,-.0328974,.0999075,-.302438,.99042,1.323416,76.66667,"Vermont",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0087819,113.8702,.5188523,1.316976,0,10,.2017192,1.800016,0,11
