state,group,grade,sub,vgap,vgapse,sesgap,resid,incV,edV,unemprat,povrat,enrl,fips,y1sesgap,y2sesgap,x1sesgap,x2sesgap,y1incV,y2incV,x1incV,x2incV,y1edV,y2edV,x1edV,x2edV,vgapse2,seweight,y1unemprat,y2unemprat,x1unemprat,x2unemprat,y1povrat,y2povrat,x1povrat,x2povrat
"HI","blk",4,"read",.421,.0606,-.0325619,-.023759,-.2374928,-.0322561,1.375567,.4413413,331.8333,"Hawaii",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0036715,272.3659,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"HI","hsp",4,"math",.55,.0456,.4278637,-.1204514,.3843489,.6245438,5.674566,2.279999,645.1667,"Hawaii",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0020754,481.8315,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"HI","hsp",4,"read",.467,.0492,.3830149,-.0674892,.3843489,.6245438,5.674566,2.279999,645.1667,"Hawaii",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0024225,412.8011,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"HI","blk",8,"math",.362,.0664,-.0741221,-.0947038,-.2374928,-.0322561,1.375567,.4413413,331.8333,"Hawaii",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.004412,226.6528,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"HI","blk",8,"read",.348,.0612,-.027476,-.0849334,-.2374928,-.0322561,1.375567,.4413413,331.8333,"Hawaii",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0037484,266.7805,.6902131,1.108518,0,10,.540767,1.400359,0,11
"HI","hsp",8,"math",.479,.0537,.401056,-.1891756,.3843489,.6245438,5.674566,2.279999,645.1667,"Hawaii",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0028878,346.2882,.6211048,1.476643,0,10,.319176,1.891673,0,11
"HI","hsp",8,"read",.471,.0559,.4204615,-.0273547,.3843489,.6245438,5.674566,2.279999,645.1667,"Hawaii",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0031247,320.028,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"ID","blk",4,"math",.606,.0845,-.1059661,.1052974,.2571222,-.3441571,.1709696,.8220228,215.0833,"Idaho",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0071451,139.9555,.85237,1.368426,0,10,.6289541,1.821329,0,11
"ID","blk",4,"read",.509,.0907,-.1013811,.1321873,.2571222,-.3441571,.1709696,.8220228,215.0833,"Idaho",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0082337,121.4524,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"ID","hsp",4,"math",.783,.0305,.6011633,-.0615073,.845617,1.173325,1.367568,3.454026,2891.167,"Idaho",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.000933,1071.85,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"ID","hsp",4,"read",.729,.028,.6288811,-.0506333,.845617,1.173325,1.367568,3.454026,2891.167,"Idaho",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0007818,1279.133,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"ID","blk",8,"math",.567,.0929,-.0501526,.0863239,.2571222,-.3441571,.1709696,.8220228,215.0833,"Idaho",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0086339,115.8226,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"ID","blk",8,"read",.358,.092,-.1154763,.0128981,.2571222,-.3441571,.1709696,.8220228,215.0833,"Idaho",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.008459,118.217,.6902131,1.108518,0,10,.540767,1.400359,0,11
"ID","hsp",8,"read",.71,.0328,.6357559,-.0034088,.845617,1.173325,1.367568,3.454026,2891.167,"Idaho",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0010756,929.7142,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"ID","hsp",8,"math",.798,.0287,.5783899,-.0476779,.845617,1.173325,1.367568,3.454026,2891.167,"Idaho",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0008226,1215.619,.6211048,1.476643,0,10,.319176,1.891673,0,11
"IL","blk",4,"math",1.18,.0329,.4383343,.136022,.9603525,.7374323,2.016448,3.991344,30565.17,"Illinois",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0010823,923.9712,.85237,1.368426,0,10,.6289541,1.821329,0,11
"IL","blk",4,"read",.977,.0328,.3595751,.1398178,.9603525,.7374323,2.016448,3.991344,30565.17,"Illinois",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0010784,927.3148,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"IL","hsp",4,"read",.789,.0303,.5371574,.1001724,.7953932,1.074001,1.412595,2.877613,31706.17,"Illinois",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0009194,1087.642,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"IL","hsp",4,"math",.856,.0315,.506689,.1063009,.7953932,1.074001,1.412595,2.877613,31706.17,"Illinois",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0009894,1010.733,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"IL","blk",8,"read",.912,.0292,.3669116,.0843141,.9603525,.7374323,2.016448,3.991344,30565.17,"Illinois",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0008502,1176.215,.6902131,1.108518,0,10,.540767,1.400359,0,11
"IL","blk",8,"math",1.18,.0308,.5027092,.1429326,.9603525,.7374323,2.016448,3.991344,30565.17,"Illinois",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0009462,1056.863,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"IL","hsp",8,"math",.792,.0305,.4842207,.0403513,.7953932,1.074001,1.412595,2.877613,31706.17,"Illinois",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0009311,1074.008,.6211048,1.476643,0,10,.319176,1.891673,0,11
"IL","hsp",8,"read",.667,.0291,.5597228,.0290979,.7953932,1.074001,1.412595,2.877613,31706.17,"Illinois",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0008464,1181.527,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"IN","blk",4,"read",.751,.0389,.2956984,-.0222506,1.048456,.6570114,2.410219,3.259629,9888.75,"Indiana",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0015109,661.8447,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"IN","blk",4,"math",1.02,.0365,.3683024,.0408981,1.048456,.6570114,2.410219,3.259629,9888.75,"Indiana",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0013289,752.4879,.85237,1.368426,0,10,.6289541,1.821329,0,11
"IN","hsp",4,"read",.55,.0349,.4586554,-.0597412,.7508669,1.05546,1.376407,2.181787,5234,"Indiana",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0012178,821.144,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"IN","hsp",4,"math",.586,.0395,.4170197,-.0744332,.7508669,1.05546,1.376407,2.181787,5234,"Indiana",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0015579,641.9026,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"IN","blk",8,"read",.766,.0384,.3316778,-.026687,1.048456,.6570114,2.410219,3.259629,9888.75,"Indiana",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0014721,679.3211,.6902131,1.108518,0,10,.540767,1.400359,0,11
"IN","blk",8,"math",.931,.0396,.4575102,-.0568327,1.048456,.6570114,2.410219,3.259629,9888.75,"Indiana",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0015662,638.4956,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"IN","hsp",8,"read",.5,.0483,.4943144,-.0726253,.7508669,1.05546,1.376407,2.181787,5234,"Indiana",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0023292,429.328,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"IN","hsp",8,"math",.628,.0436,.3929386,-.032245,.7508669,1.05546,1.376407,2.181787,5234,"Indiana",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0019008,526.0922,.6211048,1.476643,0,10,.319176,1.891673,0,11
"IA","blk",4,"read",.804,.0446,.401638,-.0753952,1.212766,.6299103,3.086743,4.465579,1830,"Iowa",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0019879,503.0381,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"IA","blk",4,"math",.892,.0452,.4563129,-.1714993,1.212766,.6299103,3.086743,4.465579,1830,"Iowa",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0020454,488.9113,.85237,1.368426,0,10,.6289541,1.821329,0,11
"IA","hsp",4,"math",.706,.0377,.5470051,-.0843919,.8595196,1.128286,1.551256,3.07391,2391.917,"Iowa",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0014188,704.8234,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"IA","hsp",4,"read",.615,.0345,.5756203,-.1114047,.8595196,1.128286,1.551256,3.07391,2391.917,"Iowa",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0011916,839.234,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"IA","blk",8,"read",.743,.0481,.3820481,-.0994443,1.212766,.6299103,3.086743,4.465579,1830,"Iowa",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0023137,432.2101,.6902131,1.108518,0,10,.540767,1.400359,0,11
"IA","blk",8,"math",.963,.0486,.5706181,-.1383386,1.212766,.6299103,3.086743,4.465579,1830,"Iowa",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0023623,423.3083,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"IA","hsp",8,"math",.743,.0439,.5232273,-.0474694,.8595196,1.128286,1.551256,3.07391,2391.917,"Iowa",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0019308,517.9319,.6211048,1.476643,0,10,.319176,1.891673,0,11
"IA","hsp",8,"read",.579,.0478,.6023474,-.1017783,.8595196,1.128286,1.551256,3.07391,2391.917,"Iowa",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0022804,438.521,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"KS","blk",4,"read",.755,.0403,.3152753,-.0384424,1.06405,.7825003,2.030313,3.382873,2930.75,"Kansas",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0016273,614.5091,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"KS","blk",4,"math",.966,.0362,.4082668,-.0487461,1.06405,.7825003,2.030313,3.382873,2930.75,"Kansas",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0013102,763.2518,.85237,1.368426,0,10,.6289541,1.821329,0,11
"KS","hsp",4,"read",.624,.0327,.5983886,-.1259707,.9646821,1.069634,1.883488,3.467804,4697.917,"Kansas",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0010698,934.7904,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"KS","hsp",4,"math",.694,.0334,.5851896,-.1340844,.9646821,1.069634,1.883488,3.467804,4697.917,"Kansas",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0011131,898.4282,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"KS","blk",8,"read",.828,.0421,.3649011,.0023296,1.06405,.7825003,2.030313,3.382873,2930.75,"Kansas",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0017759,563.0996,.6902131,1.108518,0,10,.540767,1.400359,0,11
"KS","blk",8,"math",.962,.0448,.4854334,-.0542664,1.06405,.7825003,2.030313,3.382873,2930.75,"Kansas",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0020065,498.3912,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"KS","hsp",8,"read",.682,.0392,.6427756,-.0388217,.9646821,1.069634,1.883488,3.467804,4697.917,"Kansas",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0015398,649.442,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"KS","hsp",8,"math",.742,.0367,.5623623,-.0875088,.9646821,1.069634,1.883488,3.467804,4697.917,"Kansas",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0013442,743.9163,.6211048,1.476643,0,10,.319176,1.891673,0,11
"KY","blk",4,"read",.643,.0333,.1628862,.0020401,.7446758,.4695863,1.62551,2.140601,5200.083,"Kentucky",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0011071,903.2773,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"KY","blk",4,"math",.717,.0313,.2260299,-.1159603,.7446758,.4695863,1.62551,2.140601,5200.083,"Kentucky",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0009821,1018.185,.85237,1.368426,0,10,.6289541,1.821329,0,11
"KY","hsp",4,"read",.265,.0541,.3258589,-.2117677,.6078811,.6092536,1.325004,2.296689,1302.417,"Kentucky",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0029249,341.8964,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"KY","hsp",4,"math",.479,.0512,.3143465,-.0787459,.6078811,.6092536,1.325004,2.296689,1302.417,"Kentucky",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0026193,381.7816,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"KY","blk",8,"math",.751,.03,.2877536,-.0680421,.7446758,.4695863,1.62551,2.140601,5200.083,"Kentucky",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0009021,1108.567,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"KY","blk",8,"read",.704,.0335,.2137383,.0295297,.7446758,.4695863,1.62551,2.140601,5200.083,"Kentucky",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0011218,891.3992,.6902131,1.108518,0,10,.540767,1.400359,0,11
"KY","hsp",8,"read",.322,.0605,.3644668,-.1202659,.6078811,.6092536,1.325004,2.296689,1302.417,"Kentucky",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0036653,272.8268,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"KY","hsp",8,"math",.55,.0528,.3012595,-.0183808,.6078811,.6092536,1.325004,2.296689,1302.417,"Kentucky",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0027874,358.7526,.6211048,1.476643,0,10,.319176,1.891673,0,11
"LA","blk",4,"read",.822,.029,.396313,-.0523582,1.007059,.6409039,4.822676,3.705328,27256.08,"Louisiana",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.000843,1186.268,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"LA","blk",4,"math",.951,.0282,.4128711,-.068398,1.007059,.6409039,4.822676,3.705328,27256.08,"Louisiana",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0007968,1255.078,.85237,1.368426,0,10,.6289541,1.821329,0,11
"LA","hsp",4,"read",.358,.0564,.2869365,-.080238,.5748684,.5260753,2.512885,2.056396,1311,"Louisiana",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0031808,314.3845,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"LA","hsp",4,"math",.418,.0574,.2927305,-.1173606,.5748684,.5260753,2.512885,2.056396,1311,"Louisiana",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.003292,303.7664,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"LA","blk",8,"math",.908,.0278,.5173434,-.1397827,1.007059,.6409039,4.822676,3.705328,27256.08,"Louisiana",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0007734,1292.935,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"LA","blk",8,"read",.784,.0282,.391121,-.0683559,1.007059,.6409039,4.822676,3.705328,27256.08,"Louisiana",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0007972,1254.375,.6902131,1.108518,0,10,.540767,1.400359,0,11
"LA","hsp",8,"read",.346,.0605,.3451061,-.0769517,.5748684,.5260753,2.512885,2.056396,1311,"Louisiana",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0036602,273.2097,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"LA","hsp",8,"math",.438,.0625,.2768396,-.1056986,.5748684,.5260753,2.512885,2.056396,1311,"Louisiana",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0039124,255.5963,.6211048,1.476643,0,10,.319176,1.891673,0,11
"ME","blk",4,"math",.76,.0615,.3047298,-.1516954,.7725583,.6094468,2.098207,2.657912,324.1944,"Maine",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0037833,264.3222,.85237,1.368426,0,10,.6289541,1.821329,0,11
"ME","blk",4,"read",.569,.072,.239487,-.1486033,.7725583,.6094468,2.098207,2.657912,324.1944,"Maine",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0051856,192.8435,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"ME","hsp",4,"math",.535,.0937,.2022196,.0896295,.378592,.2350523,1.332652,2.149165,169.3611,"Maine",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0087851,113.8287,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"ME","hsp",4,"read",.326,.0844,.1923455,-.0179256,.378592,.2350523,1.332652,2.149165,169.3611,"Maine",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0071196,140.4565,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"ME","blk",8,"read",.575,.0751,.2822897,-.1678999,.7725583,.6094468,2.098207,2.657912,324.1944,"Maine",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0056423,177.2335,.6902131,1.108518,0,10,.540767,1.400359,0,11
"ME","blk",8,"math",.701,.0649,.3607757,-.1907668,.7725583,.6094468,2.098207,2.657912,324.1944,"Maine",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0042165,237.162,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"ME","hsp",8,"read",.328,.0978,.2190774,.0304737,.378592,.2350523,1.332652,2.149165,169.3611,"Maine",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0095574,104.6313,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"ME","hsp",8,"math",.511,.0977,.1979295,.0453207,.378592,.2350523,1.332652,2.149165,169.3611,"Maine",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0095474,104.7409,.6211048,1.476643,0,10,.319176,1.891673,0,11
"MD","blk",4,"math",1.07,.028,.3102156,.155746,.6772848,.4228107,1.866096,3.467895,23779.08,"Maryland",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.000784,1275.505,.85237,1.368426,0,10,.6289541,1.821329,0,11
"MD","blk",4,"read",.927,.0299,.2705152,.178764,.6772848,.4228107,1.866096,3.467895,23779.08,"Maryland",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0008951,1117.148,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"MD","hsp",4,"math",.673,.0382,.3785563,.0510768,.6754234,.8227975,1.201752,2.394785,5506.917,"Maryland",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0014596,685.1227,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"MD","hsp",4,"read",.615,.0394,.4039011,.0597619,.6754234,.8227975,1.201752,2.394785,5506.917,"Maryland",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0015492,645.4757,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"MD","blk",8,"math",1.04,.0288,.3633941,.1480356,.6772848,.4228107,1.866096,3.467895,23779.08,"Maryland",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0008278,1208.082,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"MD","blk",8,"read",.851,.0306,.2446669,.1456232,.6772848,.4228107,1.866096,3.467895,23779.08,"Maryland",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0009358,1068.613,.6902131,1.108518,0,10,.540767,1.400359,0,11
"MD","hsp",8,"read",.578,.0516,.4347607,.0652068,.6754234,.8227975,1.201752,2.394785,5506.917,"Maryland",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0026674,374.8973,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"MD","hsp",8,"math",.767,.0442,.3612273,.1385344,.6754234,.8227975,1.201752,2.394785,5506.917,"Maryland",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0019563,511.1809,.6211048,1.476643,0,10,.319176,1.891673,0,11
"MA","blk",4,"math",1.02,.0366,.3657523,.0491503,.9942313,.706709,1.224273,3.172704,6165.833,"Massachusetts",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0013425,744.8994,.85237,1.368426,0,10,.6289541,1.821329,0,11
"MA","blk",4,"read",.917,.0348,.2659999,.1728409,.9942313,.706709,1.224273,3.172704,6165.833,"Massachusetts",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0012084,827.5532,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"MA","hsp",4,"read",1.01,.0337,.8095045,.0457005,1.275151,1.212247,2.059003,5.086585,9836,"Massachusetts",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0011332,882.4332,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"MA","hsp",4,"math",1.03,.0389,.8177984,-.0332225,1.275151,1.212247,2.059003,5.086585,9836,"Massachusetts",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.00151,662.2442,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"MA","blk",8,"math",1.01,.0336,.433551,.0418063,.9942313,.706709,1.224273,3.172704,6165.833,"Massachusetts",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0011258,888.2285,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"MA","blk",8,"read",.858,.0354,.3162861,.0812693,.9942313,.706709,1.224273,3.172704,6165.833,"Massachusetts",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0012543,797.2813,.6902131,1.108518,0,10,.540767,1.400359,0,11
"MA","hsp",8,"math",1.01,.0341,.7951694,-.05401,1.275151,1.212247,2.059003,5.086585,9836,"Massachusetts",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0011657,857.8287,.6211048,1.476643,0,10,.319176,1.891673,0,11
"MA","hsp",8,"read",.97,.0387,.8584165,.0339168,1.275151,1.212247,2.059003,5.086585,9836,"Massachusetts",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0014996,666.8422,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"MI","blk",4,"math",1.21,.0354,.3750533,.2292356,.9261348,.5996057,1.892352,3.646388,24447,"Michigan",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0012502,799.8533,.85237,1.368426,0,10,.6289541,1.821329,0,11
"MI","blk",4,"read",.988,.0372,.3069113,.2035691,.9261348,.5996057,1.892352,3.646388,24447,"Michigan",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0013863,721.3557,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"MI","hsp",4,"math",.649,.0506,.3959771,.0099947,.6722361,.7558756,1.43695,2.635786,5971.833,"Michigan",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0025654,389.8023,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"MI","hsp",4,"read",.589,.0438,.4096882,.0277982,.6722361,.7558756,1.43695,2.635786,5971.833,"Michigan",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0019171,521.6159,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"MI","blk",8,"read",.899,.0384,.311629,.1269982,.9261348,.5996057,1.892352,3.646388,24447,"Michigan",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0014711,679.7582,.6902131,1.108518,0,10,.540767,1.400359,0,11
"MI","blk",8,"math",1.18,.0368,.4464604,.1982967,.9261348,.5996057,1.892352,3.646388,24447,"Michigan",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0013565,737.1752,.8620538,1.28495,0,10,.5980427,1.855158,0,11
