grade,year,sub,group,state,enrl,whtenrl,totenrl,whtnaepscore,naepscore,naepavg,vgap,vgapse,fips,slideyear,minenrl,wht_pct,min_pct,whtnaepweight,minnaepweight,summinnaepweight,natenrl,natavg,whtnaepdev,naepdev,avgnaepdev
4,1998,"read","hsp","MD",2450.653,36571.59,64763,231.1424,211.6353,211.679,.5223794,.2938239,"Maryland",3,25502.1,.5646988,.0378403,130.5259,8.008347,77.40709,5.7e+06,214.766,16.37644,-3.130746,-3.087
4,1998,"read","blk","MA",6435.823,58601.36,75586,230.8154,204.9271,222.838,.9261278,.1354116,"Massachusetts",3,13850.87,.7752938,.0851457,178.9498,17.44866,36.80379,5.7e+06,214.766,16.0494,-9.838876,8.072
4,1998,"read","hsp","NY",37681.81,119480.1,210331,227.7376,191.7807,215.422,1.117702,.1065285,"New York",3,78348,.5680573,.1791548,129.368,34.35844,72.01834,5.7e+06,214.766,12.97158,-22.98527,.656
4,1998,"read","hsp","VA",3215.67,54850.47,83447,225.9135,200.2325,217.248,.7627482,.1278147,"Virginia",3,25637.28,.6573091,.0385355,148.495,7.716057,61.89779,5.7e+06,214.766,11.14745,-14.53347,2.482
4,1998,"read","hsp","MN",1761.215,53431.03,63494,226.8238,200.1777,219.211,.7322134,.2710146,"Minnesota",3,5737.167,.841513,.0277383,190.8752,5.552587,17.35233,5.7e+06,214.766,12.05776,-14.5883,4.445
4,1998,"read","blk","MI",24108.66,95348.33,126794,225.4705,188.6203,215.952,1.143806,.1498403,"Michigan",3,28032.76,.751994,.1901404,169.5525,35.86435,42.14358,5.7e+06,214.766,10.70452,-26.14565,1.186
4,1998,"read","hsp","TX",114440.5,132121.5,296894,231.5506,205.8152,214.154,.8647387,.0873906,"Texas",3,156794.4,.4450124,.3854592,103.0429,79.33337,106.8954,5.7e+06,214.766,16.78464,-8.950768,-.612
4,1998,"read","blk","TN",15700.26,49799.05,66803,219.9488,191.252,211.796,.8364316,.088254,"Tennessee",3,16271.93,.7454613,.2350233,163.9633,44.94867,46.87998,5.7e+06,214.766,5.182776,-23.51399,-2.97
4,1998,"read","hsp","NC",3130.814,61573.21,98668,226.5311,204.4184,212.901,.6743324,.1381429,"North Carolina",3,34119.32,.6240444,.0317308,141.3654,6.486359,68.74884,5.7e+06,214.766,11.76505,-10.34756,-1.865
4,1998,"read","blk","KY",4934.792,41593.44,47104,219.9586,197.1974,217.5,.6958716,.1027378,"Kentucky",3,5228.181,.8830128,.1047637,194.2263,20.65914,20.65914,5.7e+06,214.766,5.192634,-17.56858,2.734
4,1998,"read","blk","MS",19313.68,18495.15,38419,218.407,190.8902,203.228,.8397948,.0723898,"Mississippi",3,19485.74,.4814063,.5027116,105.1425,95.96271,95.96271,5.7e+06,214.766,3.641028,-23.87582,-11.538
8,1998,"read","blk","NM",593.5614,9799.079,25525,271.5176,256.1189,257.972,.5423211,.2661366,"New Mexico",1,12776.39,.3839012,.0232541,104.2359,5.955819,124.4492,5.2e+06,262.939,8.578578,-6.820104,-4.967
8,1998,"read","blk","DC",3869.71,136.3316,4376,292.1032,233.5539,235.73,1.598269,.2420697,"District of Columbia",1,4164.817,.0311544,.8843031,9.100297,206.5324,222.9457,5.2e+06,262.939,29.16421,-29.38514,-27.209
8,1998,"read","hsp","LA",630.4819,28677.86,55950,266.7991,,251.504,9999,,"Louisiana",1,26255.42,.5125624,.0112687,136.7512,,108.3602,5.2e+06,262.939,3.860072,,-11.435
8,1998,"read","blk","LA",25624.94,28677.86,55950,266.7991,236.5957,251.504,1.029244,.086393,"Louisiana",1,26255.42,.5125624,.4579971,136.7512,108.3602,108.3602,5.2e+06,262.939,3.860072,-26.34328,-11.435
8,1998,"read","hsp","MA",6314.884,54590.36,69388,274.6786,244.6177,268.77,1.029424,.1251368,"Massachusetts",1,11783.63,.7867407,.0910083,216.1008,22.26224,41.82944,5.2e+06,262.939,11.73956,-18.32131,5.831
8,1998,"read","blk","ME",150.844,16735.41,17231,273.5128,,271.414,9999,,"Maine",1,222.5478,.9712383,.0087542,265.6461,,0,5.2e+06,262.939,10.57376,,8.475
8,1998,"read","blk","TN",14310.43,49076.82,64736,265.2902,236.513,257.939,.9816753,.0951669,"Tennessee",1,14984.87,.7581071,.2210583,201.1183,52.28316,52.28316,5.2e+06,262.939,2.351161,-26.426,-5
8,1998,"read","hsp","MS",141.0151,18587.35,38601,262.9816,,251.467,9999,,"Mississippi",1,19580.1,.481525,.0036531,126.6322,,119.3179,5.2e+06,262.939,.0425674,,-11.472
8,1998,"read","blk","VA",21760.06,55357.2,82753,273.0882,249.8305,266.493,.8239164,.0781874,"Virginia",1,24389.64,.668945,.2629519,182.681,65.69341,73.89836,5.2e+06,262.939,10.1492,-13.10848,3.554
8,1998,"read","hsp","AZ",17884.92,34513.63,60401,270.8595,246.185,259.955,.8295981,.0661572,"Arizona",1,20472.46,.5714083,.296103,154.7714,72.8961,83.19409,5.2e+06,262.939,7.920527,-16.75402,-2.984
8,1998,"read","hsp","CA",157837.5,168466.1,412685,269.2144,240.4102,252.332,.9526865,.0957771,"California",1,192971.5,.4082197,.3824649,109.8986,91.94846,112.6676,5.2e+06,262.939,6.275386,-22.52883,-10.607
8,1998,"read","hsp","KS",2363.047,30440.76,36832,271.769,240.629,267.647,9999,,"Kansas",1,5299.847,.8264759,.0641574,224.6105,15.43814,35.32525,5.2e+06,262.939,8.830012,-22.31,4.708
8,1998,"read","blk","OK",4626.336,33101.35,48029,268.8717,251.8178,265.246,.6607295,.0771137,"Oklahoma",1,6698.121,.689195,.0963238,185.305,24.25605,34.97612,5.2e+06,262.939,5.932704,-11.12119,2.307
8,1998,"read","blk","WA",3487.594,59696.26,76664,269.2801,249.875,263.817,.6797811,.1491084,"Washington",1,9582.633,.7786739,.0454919,209.6814,11.3673,30.8752,5.2e+06,262.939,6.341121,-13.06405,.878
8,1998,"read","hsp","OR",3096.358,36054.88,42497,268.2739,244.5876,266.021,.7664811,.133561,"Oregon",1,4089.154,.84841,.0728606,227.6063,17.8208,23.41654,5.2e+06,262.939,5.334926,-18.3514,3.082
8,1998,"read","hsp","TX",106267.7,138159.2,292648,272.1711,251.3145,261.162,.7728946,.0984902,"Texas",1,146810.4,.4721004,.3631245,128.4921,91.25845,125.2354,5.2e+06,262.939,9.232142,-11.62449,-1.777
8,1998,"read","blk","TX",40542.7,138159.2,292648,272.1711,245.2548,261.162,.9115925,.1222841,"Texas",1,146810.4,.4721004,.1385374,128.4921,33.97697,125.2354,5.2e+06,262.939,9.232142,-17.68419,-1.777
8,1998,"read","blk","AL",20724.29,36039.71,58048,264.0656,237.268,255.036,.9324352,.0720804,"Alabama",1,21162.51,.6208605,.3570199,163.9479,84.7094,84.7094,5.2e+06,262.939,1.126552,-25.67101,-7.903
8,1998,"read","hsp","HI",670.5944,2913.225,13829,262.0882,251.1187,248.847,.3405727,.1872685,"Hawaii",1,1003.53,.2106606,.0484919,55.21166,12.17722,18.34147,5.2e+06,262.939,-.8507737,-11.82026,-14.092
8,1998,"read","hsp","ME",71.70381,16735.41,17231,273.5128,,271.414,9999,,"Maine",1,222.5478,.9712383,.0041613,265.6461,,0,5.2e+06,262.939,10.57376,,8.475
8,1998,"read","blk","OR",992.7966,36054.88,42497,268.2739,239.5273,266.021,.8894942,.2137945,"Oregon",1,4089.154,.84841,.0233616,227.6063,5.595733,23.41654,5.2e+06,262.939,5.334926,-23.4117,3.082
8,1998,"read","blk","MN",3263.555,57657.96,66585,269.9447,236.0415,265.118,1.0856,.1597154,"Minnesota",1,4736.326,.8659301,.0490134,233.7533,11.56919,17.09801,5.2e+06,262.939,7.005702,-26.89754,2.179
8,1998,"read","blk","FL",43081.09,99517.93,173908,265.7527,232.0813,254.547,1.032969,.0904389,"Florida",1,70887.3,.5722447,.2477235,152.0756,57.49197,97.40115,5.2e+06,262.939,2.813716,-30.85773,-8.392
8,1998,"read","hsp","MN",1472.771,57657.96,66585,269.9447,249.9618,265.118,.5688826,.2090991,"Minnesota",1,4736.326,.8659301,.0221187,233.7533,5.528819,17.09801,5.2e+06,262.939,7.005702,-12.97722,2.179
8,1998,"read","hsp","GA",2771.233,59798.76,103107,269.666,244.4715,257.227,.705061,.2176788,"Georgia",1,41214.26,.579968,.0268773,156.3976,6.570724,96.35425,5.2e+06,262.939,6.726954,-18.46747,-5.712
8,1998,"read","blk","AZ",2587.54,34513.63,60401,270.8595,240.3862,259.955,.9907585,.1426588,"Arizona",1,20472.46,.5714083,.0428394,154.7714,10.29799,83.19409,5.2e+06,262.939,7.920527,-22.55275,-2.984
8,1998,"read","hsp","NY",31452.36,117672.2,196929,276.8587,249.6013,264.794,.9694171,.1248253,"New York",1,68282.08,.597536,.1597142,165.433,39.86487,86.75083,5.2e+06,262.939,13.91973,-13.33771,1.855
8,1998,"read","hsp","DC",295.107,136.3316,4376,292.1032,243.3845,235.73,1.328081,.4052715,"District of Columbia",1,4164.817,.0311544,.0674376,9.100297,16.41327,222.9457,5.2e+06,262.939,29.16421,-19.55451,-27.209
8,1998,"read","blk","MT",79.67473,11451.63,13035,272.3797,,270.925,9999,,"Montana",1,244.3477,.8785296,.0061124,239.2936,,3.10891,5.2e+06,262.939,9.4407,,7.986
8,1998,"read","hsp","NV",4201.15,14410.88,21910,263.6321,242.5134,257.778,.6676431,.0889733,"Nevada",1,6025.139,.6577308,.1917458,173.399,46.50092,66.28102,5.2e+06,262.939,.6931411,-20.4256,-5.161
8,1998,"read","hsp","WI",2200.598,55580.96,66601,270.3305,254.9988,265.326,.5487934,.1380495,"Wisconsin",1,8098.633,.8345365,.0330415,225.6006,8.425545,29.21028,5.2e+06,262.939,7.391475,-7.940221,2.387
8,1998,"read","hsp","SC",470.9571,28070.19,50793,264.8365,,254.799,9999,,"South Carolina",1,21235.2,.552639,.0092721,146.359,,97.78393,5.2e+06,262.939,1.897548,,-8.14
8,1998,"read","blk","SC",20764.24,28070.19,50793,264.8365,239.1968,254.799,.8476765,.0718113,"South Carolina",1,21235.2,.552639,.4088012,146.359,97.78393,97.78393,5.2e+06,262.939,1.897548,-23.74224,-8.14
8,1998,"read","blk","WI",5898.036,55580.96,66601,270.3305,234.7025,265.326,1.124842,.2152604,"Wisconsin",1,8098.633,.8345365,.0885578,225.6006,20.78473,29.21028,5.2e+06,262.939,7.391475,-28.23647,2.387
8,1998,"read","blk","HI",332.9358,2913.225,13829,262.0882,256.0416,248.847,.161836,.2498557,"Hawaii",1,1003.53,.2106606,.0240752,55.21166,6.164249,18.34147,5.2e+06,262.939,-.8507737,-6.897435,-14.092
8,1998,"read","hsp","CO",9666.548,38299.9,52632,271.0348,242.3598,263.642,.9313778,.0926184,"Colorado",1,12390.5,.7276924,.1836629,197.23,44.5125,57.28335,5.2e+06,262.939,8.09582,-20.57924,.703
8,1998,"read","hsp","NM",12182.82,9799.079,25525,271.5176,248.263,257.972,.7856307,.0845985,"New Mexico",1,12776.39,.3839012,.4772899,104.2359,118.4934,124.4492,5.2e+06,262.939,8.578578,-14.67601,-4.967
8,1998,"read","blk","MO",10145.85,56384.85,68199,267.8852,244.3578,262.336,.8190531,.1094962,"Missouri",1,10941.71,.8267695,.1487683,221.4793,36.3527,36.3527,5.2e+06,262.939,4.946223,-18.58118,-.603
8,1998,"read","blk","WV",912.5745,21880.46,23002,262.9401,245.6952,261.783,.5845606,.1439274,"West Virginia",1,1034.04,.9512417,.0396737,250.1196,9.747638,9.747638,5.2e+06,262.939,.001094,-17.24382,-1.156
8,1998,"read","blk","CO",2723.948,38299.9,52632,271.0348,246.7577,263.642,.8874908,.1792866,"Colorado",1,12390.5,.7276924,.0517546,197.23,12.77085,57.28335,5.2e+06,262.939,8.09582,-16.18128,.703
8,1998,"read","hsp","OK",2071.785,33101.35,48029,268.8717,248.5172,265.246,.7751362,.1445985,"Oklahoma",1,6698.121,.689195,.0431361,185.305,10.72007,34.97612,5.2e+06,262.939,5.932704,-14.42182,2.307
8,1998,"read","hsp","UT",2198.579,32514.08,36370,265.9914,251.7485,263.431,.4172807,.1449266,"Utah",1,2452.284,.8939808,.0604503,237.7912,15.21828,15.21828,5.2e+06,262.939,3.052425,-11.19048,.492
8,1998,"read","hsp","AR",687.1902,26999.12,36790,263.4286,254.4543,256.002,.2889503,.2403928,"Arkansas",1,9345.452,.733871,.0186787,193.3226,4.752882,59.70734,5.2e+06,262.939,.4896194,-8.4847,-6.937
8,1998,"read","hsp","RI",1104.961,8996.767,11272,267.0099,242.116,264.388,.7665538,.119099,"Rhode Island",1,1875.359,.7981518,.098027,213.1144,23.73391,41.12035,5.2e+06,262.939,4.070888,-20.823,1.449
8,1998,"read","hsp","VA",2629.582,55357.2,82753,273.0882,258.2099,266.493,.3998949,.2480053,"Virginia",1,24389.64,.668945,.0317763,182.681,8.204948,73.89836,5.2e+06,262.939,10.1492,-4.72907,3.554
8,1998,"read","blk","RI",770.3988,8996.767,11272,267.0099,254.3876,264.388,.4367044,.1410939,"Rhode Island",1,1875.359,.7981518,.0683462,213.1144,17.38644,41.12035,5.2e+06,262.939,4.070888,-8.551366,1.449
8,1998,"read","blk","GA",38443.02,59798.76,103107,269.666,240.806,257.227,.9579173,.077729,"Georgia",1,41214.26,.579968,.3728459,156.3976,89.78353,96.35425,5.2e+06,262.939,6.726954,-22.133,-5.712
8,1998,"read","hsp","CT",4419.292,28536.61,39089,278.945,249.0552,270.468,1.065102,.1022001,"Connecticut",1,9498.921,.730042,.1130572,203.6416,28.15748,59.95694,5.2e+06,262.939,16.00604,-13.88376,7.529
8,1998,"read","hsp","FL",27806.2,99517.93,173908,265.7527,249.6035,254.547,.490294,.1175627,"Florida",1,70887.3,.5722447,.1598903,152.0756,39.90918,97.40115,5.2e+06,262.939,2.813716,-13.3355,-8.392
8,1998,"read","blk","NC",27893.07,59931.87,93033,271.9285,249.1174,262.306,.8071437,.0635687,"North Carolina",1,30178.05,.6442001,.2998191,175.1764,74.69015,80.56076,5.2e+06,262.939,8.989528,-13.82163,-.633
8,1998,"read","blk","CA",35133.98,168466.1,412685,269.2144,243.3677,252.332,.9022332,.1377081,"California",1,192971.5,.4082197,.0851351,109.8986,20.71914,112.6676,5.2e+06,262.939,6.275386,-19.57131,-10.607
8,1998,"read","blk","DE",2700.871,5646.82,8905,263.3018,238.2283,253.721,.7486433,.0688694,"Delaware",1,3085.534,.6341179,.3032983,166.9644,72.25423,82.87569,5.2e+06,262.939,.3628494,-24.71071,-9.218
8,1998,"read","hsp","KY",238.1466,44275.19,49813,264.3486,,262.307,9999,,"Kentucky",1,5112.624,.8888279,.0047808,234.9604,,23.72928,5.2e+06,262.939,1.409633,,-.632
8,1998,"read","blk","MD",20960.15,34644.26,60010,274.4405,243.0484,260.966,.9621819,.0935123,"Maryland",1,22878.53,.5773081,.3492776,158.4367,84.89136,93.34377,5.2e+06,262.939,11.50149,-19.89063,-1.973
8,1998,"read","blk","MS",19439.09,18587.35,38601,262.9816,236.9345,251.467,.8536438,.0720324,"Mississippi",1,19580.1,.481525,.5035902,126.6322,119.3179,119.3179,5.2e+06,262.939,.0425674,-26.00446,-11.472
8,1998,"read","hsp","MO",795.8548,56384.85,68199,267.8852,,262.336,9999,,"Missouri",1,10941.71,.8267695,.0116696,221.4793,,36.3527,5.2e+06,262.939,4.946223,,-.603
8,1998,"read","blk","AR",8658.261,26999.12,36790,263.4286,233.5081,256.002,.9756745,.0831595,"Arkansas",1,9345.452,.733871,.2353428,193.3226,54.95446,59.70734,5.2e+06,262.939,.4896194,-29.43085,-6.937
8,1998,"read","hsp","NC",2284.981,59931.87,93033,271.9285,239.0219,262.306,.9036371,.2963248,"North Carolina",1,30178.05,.6442001,.024561,175.1764,5.870611,80.56076,5.2e+06,262.939,8.989528,-23.91707,-.633
8,1998,"read","blk","KY",4874.477,44275.19,49813,264.3486,242.493,262.307,.6964025,.1832766,"Kentucky",1,5112.624,.8888279,.0978555,234.9604,23.72928,23.72928,5.2e+06,262.939,1.409633,-20.44599,-.632
8,1998,"read","hsp","DE",384.6632,5646.82,8905,263.3018,245.8881,253.721,.4965758,.3129074,"Delaware",1,3085.534,.6341179,.0431963,166.9644,10.62146,82.87569,5.2e+06,262.939,.3628494,-17.05088,-9.218
8,1998,"read","hsp","WV",121.465,21880.46,23002,262.9401,,261.783,9999,,"West Virginia",1,1034.04,.9512417,.0052806,250.1196,,9.747638,5.2e+06,262.939,.001094,,-1.156
8,1998,"read","hsp","AL",438.2164,36039.71,58048,264.0656,,255.036,9999,,"Alabama",1,21162.51,.6208605,.0075492,163.9479,,84.7094,5.2e+06,262.939,1.126552,,-7.903
8,1998,"read","hsp","WA",6095.039,59696.26,76664,269.2801,245.3724,263.817,.7373526,.1290542,"Washington",1,9582.633,.7786739,.0795033,209.6814,19.50791,30.8752,5.2e+06,262.939,6.341121,-17.56664,.878
8,1998,"read","blk","NV",1823.989,14410.88,21910,263.6321,237.6011,257.778,.7582062,.1688326,"Nevada",1,6025.139,.6577308,.0832492,173.399,19.78009,66.28102,5.2e+06,262.939,.6931411,-25.33788,-5.161
8,1998,"read","blk","MA",5468.744,54590.36,69388,274.6786,248.2708,268.77,.9477589,.1045843,"Massachusetts",1,11783.63,.7867407,.078814,216.1008,19.56721,41.82944,5.2e+06,262.939,11.73956,-14.66823,5.831
8,1998,"read","blk","KS",2936.8,30440.76,36832,271.769,249.415,267.647,9999,,"Kansas",1,5299.847,.8264759,.079735,224.6105,19.88711,35.32525,5.2e+06,262.939,8.830012,-13.52401,4.708
8,1998,"read","blk","CT",5079.629,28536.61,39089,278.945,244.7047,270.468,1.192789,.1050011,"Connecticut",1,9498.921,.730042,.1299503,203.6416,31.79946,59.95694,5.2e+06,262.939,16.00604,-18.23433,7.529
8,1998,"read","hsp","MT",164.673,11451.63,13035,272.3797,246.0917,270.925,.881273,.2667547,"Montana",1,244.3477,.8785296,.0126331,239.2936,3.10891,3.10891,5.2e+06,262.939,9.4407,-16.84732,7.986
8,1998,"read","blk","UT",253.7055,32514.08,36370,265.9914,,263.431,9999,,"Utah",1,2452.284,.8939808,.0069757,237.7912,,15.21828,5.2e+06,262.939,3.052425,,.492
8,1998,"read","blk","NY",36829.72,117672.2,196929,276.8587,250.6998,264.794,.9560616,.116372,"New York",1,68282.08,.597536,.1870203,165.433,46.88596,86.75083,5.2e+06,262.939,13.91973,-12.23916,1.855
8,1998,"read","hsp","MD",1918.384,34644.26,60010,274.4405,264.4044,260.966,.355571,.1548138,"Maryland",1,22878.53,.5773081,.0319677,158.4367,8.452411,93.34377,5.2e+06,262.939,11.50149,1.465449,-1.973
8,1998,"read","blk","WY",81.87139,7338.67,8232,264.4989,,263.198,9999,,"Wyoming",1,587.0459,.8914809,.0099455,235.7957,,14.97437,5.2e+06,262.939,1.559871,,.259
8,1998,"read","hsp","TN",674.4407,49076.82,64736,265.2902,,257.939,9999,,"Tennessee",1,14984.87,.7581071,.0104183,201.1183,,52.28316,5.2e+06,262.939,2.351161,,-5
8,1998,"read","hsp","WY",505.1745,7338.67,8232,264.4989,244.0127,263.198,.513638,.1262715,"Wyoming",1,587.0459,.8914809,.0613672,235.7957,14.97437,14.97437,5.2e+06,262.939,1.559871,-18.92632,.259
4,2000,"math","blk","MN",4550,53184,64622,238.0937,209.0944,233.72,1.068545,.173605,"Minnesota",3,6703,.8230014,.0704095,195.9514,14.72222,21.62702,6.0e+06,225.582,12.51169,-16.48764,8.138
4,2000,"math","hsp","AZ",23836,37179,70402,230.2678,205.1471,218.868,.8777828,.0897013,"Arizona",3,27233,.5280958,.3385699,121.6034,69.45663,79.43857,6.0e+06,225.582,4.685777,-20.43492,-6.714
4,2000,"math","blk","IA",1518,33187,36766,234.6455,213.2174,231.073,.8153759,.1606509,"Iowa",3,2784,.9026546,.0412881,211.8038,8.803352,16.1013,6.0e+06,225.582,9.063493,-12.36456,5.491
4,2000,"math","blk","DC",4773,265,6070,252.1959,189.1572,191.582,2.187616,.1746141,"District of Columbia",3,5249,.0436573,.7863262,11.0102,148.7393,164.6707,6.0e+06,225.582,26.61392,-36.42479,-34
4,2000,"math","blk","AR",8417,25618,35643,224.5233,197.0813,216.176,1.057261,.0784287,"Arkansas",3,9569,.7187386,.2361473,161.3736,46.54022,53.29535,6.0e+06,225.582,-1.058685,-28.50072,-9.406
4,2000,"math","hsp","RI",1741,9248,12435,232.9099,193.8786,224.07,1.328177,.1225156,"Rhode Island",3,2732,.7437073,.140008,173.2168,27.14456,43.09493,6.0e+06,225.582,7.327867,-31.70341,-1.512
4,2000,"math","hsp","WV",78,20775,21927,225.8197,,223.204,9999,,"West Virginia",3,1024,.947462,.0035573,213.9556,,8.769748,6.0e+06,225.582,.2377021,,-2.378
4,2000,"math","hsp","OK",2611,30529,47039,229.4785,216.072,223.73,.5972459,.1253773,"Oklahoma",3,8016,.6490147,.0555071,148.9349,11.99354,35.5231,6.0e+06,225.582,3.896531,-9.510039,-1.852
4,2000,"math","hsp","AL",687,36528,56490,228.2041,203.0423,217.223,.7762079,.3213701,"Alabama",3,22672,.6466277,.0121614,147.5631,2.469288,77.89878,6.0e+06,225.582,2.622086,-22.53969,-8.359
4,2000,"math","blk","WY",85,5994,6887,231.2888,,228.627,9999,,"Wyoming",3,599,.8703354,.0123421,201.2988,,15.8448,6.0e+06,225.582,5.706758,,3.045
4,2000,"math","blk","IN",9696,66007,79014,236.8854,211.3873,233.026,.9649986,.1878919,"Indiana",3,12144,.8353836,.1227124,197.8902,25.93985,32.89324,6.0e+06,225.582,11.30341,-14.19469,7.444
4,2000,"math","hsp","NY",39983,122905,219265,238.5216,208.4962,225.139,1.260279,.1241158,"New York",3,82778,.5605318,.1823501,133.6989,38.01931,79.32775,6.0e+06,225.582,12.93956,-17.0858,-.443
4,2000,"math","blk","CT",6360,31643,45307,242.1488,210.8748,233.768,1.277891,.1223037,"Connecticut",3,12399,.6984131,.1403757,169.1199,29.60168,57.63686,6.0e+06,225.582,16.56682,-14.70723,8.186
4,2000,"math","hsp","SC",782,27186,49256,233.4264,223.8844,219.869,.3439044,.1543261,"South Carolina",3,21527,.5519328,.0158762,128.8357,3.554442,88.86941,6.0e+06,225.582,7.844392,-1.697601,-5.713
4,2000,"math","blk","MI",29513,98792,136484,238.5672,199.2099,229.31,1.428368,.1419902,"Michigan",3,33999,.7238358,.2162378,172.6835,43.07671,49.97473,6.0e+06,225.582,12.9852,-26.37212,3.728
4,2000,"math","blk","NE",23,1101,1216,230.5806,195.582,225.057,1.24235,.2016874,"Nebraska",3,100,.9054276,.0189145,208.774,3.69933,16.52739,6.0e+06,225.582,4.998567,-30.00003,-.525
4,2000,"math","hsp","MO",1217,55712,70386,234.4207,225.704,227.801,.375199,.1856925,"Missouri",3,13660,.791521,.0172904,185.5489,3.902506,39.47596,6.0e+06,225.582,8.838716,.1220253,2.219
4,2000,"math","blk","NV",2768,15851,27453,226.6614,207.517,219.551,.732699,.1035989,"Nevada",3,9680,.5773868,.1008269,130.8713,20.92329,73.34464,6.0e+06,225.582,1.079438,-18.065,-6.031
4,2000,"math","blk","MT",73,10237,12046,232.7719,,228.472,9999,,"Montana",3,304,.8498257,.0060601,197.8156,,3.926668,6.0e+06,225.582,7.189927,,2.89
4,2000,"math","hsp","WY",514,5994,6887,231.2888,212.3018,228.627,.699712,.1340487,"Wyoming",3,599,.8703354,.0746334,201.2988,15.8448,15.8448,6.0e+06,225.582,5.706758,-13.28021,3.045
4,2000,"math","blk","ME",189,15997,16496,230.7813,214.594,229.545,.5855942,.2882811,"Maine",3,275,.9697502,.0114573,223.8002,2.458673,2.458673,6.0e+06,225.582,5.199281,-10.98802,3.963
4,2000,"math","blk","AZ",3397,37179,70402,230.2678,206.8732,218.868,.9189117,.1372882,"Arizona",3,27233,.5280958,.0482515,121.6034,9.981936,79.43857,6.0e+06,225.582,4.685777,-18.70879,-6.714
4,2000,"math","hsp","VT",48,7678,7964,232.3634,,231.564,9999,,"Vermont",3,146,.9640884,.0060271,224.0189,,0,6.0e+06,225.582,6.781449,,5.982
4,2000,"math","blk","RI",991,9248,12435,232.9099,200.1441,224.07,1.155455,.1490119,"Rhode Island",3,2732,.7437073,.0796944,173.2168,15.95036,43.09493,6.0e+06,225.582,7.327867,-25.43793,-1.512
4,2000,"math","hsp","ID",2378,15755,19068,229.5128,208.1553,224.472,.8171892,.1558942,"Idaho",3,2531,.8262534,.1247116,189.6357,25.95938,25.95938,6.0e+06,225.582,3.930787,-17.42667,-1.11
4,2000,"math","hsp","AR",1152,25618,35643,224.5233,209.0045,216.176,.6162557,.1867381,"Arkansas",3,9569,.7187386,.0323205,161.3736,6.755132,53.29535,6.0e+06,225.582,-1.058685,-16.57751,-9.406
4,2000,"math","blk","AL",21985,36528,59200,228.2041,203.1124,217.223,.9749395,.0762703,"Alabama",3,22672,.617027,.3713682,140.8081,75.4295,77.89878,6.0e+06,225.582,2.622086,-22.46959,-8.359
4,2000,"math","hsp","KS",3101,28033,35637,237.1855,215.449,232.092,.8110117,.1253257,"Kansas",3,6437,.7866263,.0870163,186.5763,18.74757,37.80696,6.0e+06,225.582,11.60347,-10.13303,6.51
4,2000,"math","hsp","MN",2153,53184,64622,238.0937,207.2466,233.72,1.106664,.3294232,"Minnesota",3,6703,.8230014,.0333168,195.9514,6.9048,21.62702,6.0e+06,225.582,12.51169,-18.33537,8.138
4,2000,"math","blk","TN",15700.26,49799.05,70256,226.7113,198.0048,219.847,.9985302,.1116561,"Tennessee",3,16271.93,.7088228,.2234722,160.6981,44.24856,46.06923,6.0e+06,225.582,1.129288,-27.57719,-5.735
4,2000,"math","hsp","TX",121500,133417,308232,242.8437,223.8817,231.278,.7864033,.0886835,"Texas",3,166335,.432846,.3941836,105.1139,88.25048,120.4093,6.0e+06,225.582,17.26169,-1.700332,5.696
4,2000,"math","hsp","MT",231,10237,12046,232.7719,204.7647,228.472,1.044949,.3164633,"Montana",3,304,.8498257,.0191765,197.8156,3.926668,3.926668,6.0e+06,225.582,7.189927,-20.81731,2.89
4,2000,"math","hsp","IL",23793,95180,158410,235.6922,214.8983,222.976,.8196794,.1143349,"Illinois",3,58115,.6008459,.1501988,141.6147,32.27748,76.26244,6.0e+06,225.582,10.11023,-10.6837,-2.606
4,2000,"math","blk","LA",27374,28543,57724,229.5433,203.905,218.187,1.016712,.0889057,"Louisiana",3,28160,.4944737,.4742222,113.5031,96.69624,99.66568,6.0e+06,225.582,3.961289,-21.67705,-7.395
4,2000,"math","blk","MO",12443,55712,70386,234.4207,201.2275,227.801,1.287419,.1362377,"Missouri",3,13660,.791521,.1767823,185.5489,35.57346,39.47596,6.0e+06,225.582,8.838716,-24.35454,2.219
4,2000,"math","hsp","MS",255,19336,40050,223.7706,,210.558,9999,,"Mississippi",3,20377,.4827965,.006367,108.0357,,99.46114,6.0e+06,225.582,-1.811385,,-15.024
4,2000,"math","blk","UT",333,30836,35924,230.3788,212.5395,226.809,.6583233,.2660849,"Utah",3,3503,.8583677,.0092696,197.7498,1.970149,19.97596,6.0e+06,225.582,4.796845,-13.04253,1.227
4,2000,"math","blk","KS",3336,28033,35637,237.1855,203.6029,232.092,1.233017,.2118722,"Kansas",3,6437,.7866263,.0936106,186.5763,19.05939,37.80696,6.0e+06,225.582,11.60347,-21.97908,6.51
4,2000,"math","blk","VA",25252,58071,90781,238.895,210.7616,229.541,1.17872,.0834032,"Virginia",3,29163,.6396823,.2781639,152.8169,58.62627,68.29693,6.0e+06,225.582,13.31297,-14.82042,3.959
4,2000,"math","hsp","IN",2448,66007,79014,236.8854,224.4343,233.026,.5439907,.1801975,"Indiana",3,12144,.8353836,.0309819,197.8902,6.95339,32.89324,6.0e+06,225.582,11.30341,-1.14772,7.444
